thang|kdjendok|kdsatker|kddept|kdunit|kdprogram|kdgiat|kdoutput|kdlokasi|kdkabkota|kddekon|kdsoutput|kdkmpnen|kdskmpnen|kdakun|kdkppn|kdbeban|header1|header2|kdheader|noitem|nmitem|vol1|sat1|vol2|sat2|vol3|sat3|vol4|sat4|volkeg|satkeg|hargasat|jumlah|rphblokir
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| D|523121|026|A||||3|AC SplitWindowStanding Floor|28|Unit|0||0||0||28.0|UNIT|670000|18760000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002| E|521119|026|A||||1|Dukungan Operasional Eco Office|0||0||0||0||1.0|Paket|18844000|18844000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002|HB|524113|026|A||||1|Transport Lokal|4|ORANG|7|KALI|0||0||28.0|OK|143000|4004000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002|HH|524111|026|A||||1|Transport|4|ORG|5|KEG|2|KALI|0|0|40.0|OK|210000|8400000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002|HH|524111|026|A||||2|Akomodasi|4|ORG|5|KEG|3|HARI|0||60.0|OH|732000|43920000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002|HH|524111|026|A||||3|Uang Harian|4|ORG|5|KEG|4|HARI|0||80.0|OH|296000|23680000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002|TJ|523121|026|A||||1|PCLaptop|28|Unit|0||0||0||28.0|UNIT|660000|18480000|0
2026|01|451547|015|08|WA|4715|EBA|03|51|2|994|002|TJ|523121|026|A||||2|Printer|30|Unit|0||0||0||30.0|UNIT|621333|18639000|0
2026|01|451547|015|08|WA|4715|EBB|03|51|2|002|100| A|532111|026|A||||1|Air Purifier  Eco Office|5|Unit|0||0||0||5.0|Unit|4500000|22500000|0
2026|01|451547|015|08|WA|4718|BMB|03|51|2|002|100| A|521219|026|A||||1|Kehumasan|1|KEG|0||0||0||1.0|KEG|3950000|3950000|0
2026|01|451547|015|08|WA|4718|BMB|03|51|2|001|100| A|521211|026|A||||1|KDM  Konsumsi Makan Peserta|20|ORG|2|KEG|0||0||40.0|OK|51300|2052000|0
2026|01|451547|015|08|WA|4718|BMB|03|51|2|001|100| A|521211|026|A||||2|KDM  Konsumsi Snack Peserta|20|ORG|2|KEG|0||0||40.0|OK|15300|612000|0
2026|01|451547|015|08|WA|4718|BMB|03|51|2|001|100| A|524113|026|A||||1|Transport Lokal|6|ORG|1|Kali|0||0||6.0|OK|150000|900000|0
2026|01|451547|015|08|WA|4719|EBA|03|51|2|994|001| A|511129|026|A||||1|Uang Makan Golongan II|10|ORG|19|HARI|12|BULAN|0||2280.0|OH|35000|79800000|0
2026|01|451547|015|08|WA|4719|EBA|03|51|2|994|001| A|511129|026|A||||2|Uang Makan Golongan III|14|ORG|19|HARI|12|BULAN|0||3192.0|OH|37000|118104000|0
2026|01|451547|015|08|WA|4719|EBA|03|51|2|994|001| A|511129|026|A||||3|Uang Makan Golongan IV|3|ORG|19|HARI|12|BULAN|0||684.0|OH|41000|28044000|0
2026|01|451547|015|08|WA|4719|EBA|03|51|2|994|001| A|512211|026|A||||1|Uang Lembur Golongan II|10|ORG|60|HARI|2|JAM|0||1200.0|OJ|21655|25986000|0
2026|01|451547|015|08|WA|4719|EBA|03|51|2|994|001| A|512211|026|A||||2|Uang Lembur Golongan III|14|ORG|60|HARI|2|JAM|0||1680.0|OJ|27070|45477000|0
2026|01|451547|015|08|WA|4719|EBA|03|51|2|994|001| A|512211|026|A||||3|Uang Lembur Golongan IV|3|ORG|60|HARI|2|JAM|0||360.0|OJ|32483|11693000|0
2026|01|451547|015|08|WA|4719|EBA|03|51|2|994|001| A|512211|026|A||||4|Uang Makan Lembur Golongan II|10|ORG|60|HARI|0||0||600.0|OH|31580|18948000|0
2026|01|451547|015|08|WA|4719|EBA|03|51|2|994|001| A|512211|026|A||||5|Uang Makan Lembur Golongan III|14|ORG|60|HARI|0||0||840.0|OH|33386|28044000|0
2026|01|451547|015|08|WA|4719|EBA|03|51|2|994|001| A|512211|026|A||||6|Uang Makan Lembur Golongan IV|3|ORG|60|HARI|0||0||180.0|OH|36994|6658000|0
2026|01|451547|015|08|WA|4719|EBA|03|51|2|004|100| A|521211|026|A||||1|CTK  Belanja Bahan|1|KEG|0||0||0||1.0|KEG|500000|500000|0
2026|01|451547|015|08|WA|4719|EBC|03|51|2|001|100|XC|521211|026|A|01||1|1|InHouse Training|0||0||0||0||0.0||0|0|0
2026|01|451547|015|08|WA|4719|EBC|03|51|2|001|100|XC|521211|026|A|01|||2|KDM  Konsumsi Makan|32|ORG|1|KALI|0||0||32.0|OK|51313|1642000|0
2026|01|451547|015|08|WA|4719|EBC|03|51|2|001|100|XC|521211|026|A|01|||3|KDM  Konsumsi Snack|32|ORG|1|KALI|0||0||32.0|OK|15313|490000|0
2026|01|451547|015|08|WA|4719|EBC|03|51|2|001|100|XC|521211|026|A|01|||4|CTK  Barang Habis Pakai|32|ORG|1|KALI|0||0||32.0|OK|50000|1600000|0
2026|01|451547|015|08|WA|4719|EBC|03|51|2|001|100|XC|521211|026|A|02||1|5|Data Analitik|0||0||0||0||0.0||0|0|0
2026|01|451547|015|08|WA|4719|EBC|03|51|2|001|100|XC|521211|026|A|02|||6|KDM  Konsumsi Makan|14|ORG|2|KALI|0||0||28.0|OK|51286|1436000|0
2026|01|451547|015|08|WA|4719|EBC|03|51|2|001|100|XC|521211|026|A|02|||7|KDM  Konsumsi Snack|14|ORG|2|KALI|0||0||28.0|OK|15286|428000|0
2026|01|451547|015|08|WA|4719|EBC|03|51|2|001|100|XC|522151|026|A|01||1|1|Peningkatan Kapasitas SDM|0||0||0||0||0.0||0|0|0
2026|01|451547|015|08|WA|4719|EBC|03|51|2|001|100|XC|522151|026|A|01|||2|Honor Narasumber|1|ORG|1|JAM|3|KALI|0||3.0|OJ|608000|1824000|0
2026|01|445371|015|08|CD|6212|FAC|26|06|2|001|100| A|521211|181|A||||1|KDM  Konsumsi Makan Peserta Satker|14|SATKR|1|ORG|2|MODUL|1|FREK|28.0|OK|37429|1048000|0
2026|01|445371|015|08|CD|6212|FAC|26|06|2|001|100| A|521211|181|A||||2|KDM  Konsumsi Snack Peserta Satker|14|SATKR|1|ORG|2|MODUL|1|FREK|28.0|OK|12465|349000|0
2026|01|445371|015|08|CD|6212|FAC|26|06|2|001|100| A|521211|181|A||||3|KDM Konsumsi Makan Panitia|3|ORG|2|MODUL|0||0||6.0|OK|37500|225000|0
2026|01|445371|015|08|CD|6212|FAC|26|06|2|001|100| A|521211|181|A||||4|KDM  Konsumsi Snack Panitia|3|ORG|2|MODUL|0||0||6.0|OK|12500|75000|0
2026|01|445371|015|08|CD|6212|FAC|26|06|2|001|100| B|521211|181|A||||1|KDM  Konsumsi Makan Panitia|3|ORG|4|FREK|0||0||12.0|OK|37417|449000|0
2026|01|445371|015|08|CD|6212|FAC|26|06|2|001|100| B|521211|181|A||||2|KDM  Konsumsi Snack Panitia|3|ORG|4|FREK|0||0||12.0|OK|12500|150000|0
2026|01|445371|015|08|CD|6212|FAC|26|06|2|001|100| B|521211|181|A||||3|KDM  Konsumsi Makan Peserta Pemda|1|PEMDA|6|BIDG|1|ORG|2|FREK|12.0|OK|37417|449000|0
2026|01|445371|015|08|CD|6212|FAC|26|06|2|001|100| B|521211|181|A||||4|KDM  Konsumsi Snack Peserta Pemda|1|PEMDA|6|BIDG|1|ORG|2|FREK|12.0|OK|12500|150000|0
2026|01|445371|015|08|CD|6212|FAH|26|06|2|001|100| A|521211|181|A||||1|KDM  Konsumsi Makan Peserta Satker|27|SATKR|2|ORG|1|KEG|0||54.0|OK|18926|1022000|0
2026|01|445371|015|08|CD|6212|FAH|26|06|2|001|100| A|521211|181|A||||2|KDM  Konsumsi Snack Peserta Satker|27|SATKR|2|ORG|1|KEG|0||54.0|OK|12482|674000|0
